,1403-08-29,1403-08-30,1403-09-03,1403-09-04
11:29:06,[19346 np.float64(18290.0) np.float64(18270.0) 164291],[24000 np.float64(18060.0) np.float64(18040.0) 124983],[500 np.float64(18770.0) np.float64(18730.0) 6012375],[1000 np.float64(19280.0) np.float64(19170.0) 79541045]
11:29:07,[19346 np.float64(18290.0) np.float64(18270.0) 164291],[24000 np.float64(18060.0) np.float64(18040.0) 124983],[500 np.float64(18770.0) np.float64(18730.0) 6012375],[1000 np.float64(19280.0) np.float64(19170.0) 79541045]
11:29:08,[19346 np.float64(18290.0) np.float64(18270.0) 164291],[24000 np.float64(18060.0) np.float64(18040.0) 114983],[500 np.float64(18770.0) np.float64(18730.0) 6020374],[1000 np.float64(19280.0) np.float64(19170.0) 79541045]
11:29:09,[19346 np.float64(18290.0) np.float64(18270.0) 164291],[24000 np.float64(18050.0) np.float64(18040.0) 114983],[500 np.float64(18770.0) np.float64(18730.0) 6020374],[1000 np.float64(19280.0) np.float64(19170.0) 79541045]
11:29:10,[19346 np.float64(18290.0) np.float64(18270.0) 33468],[24000 np.float64(18050.0) np.float64(18040.0) 114983],[500 np.float64(18770.0) np.float64(18730.0) 6020374],[1000 np.float64(19280.0) np.float64(19170.0) 79541045]
11:29:11,[19346 np.float64(18290.0) np.float64(18270.0) 33468],[24000 np.float64(18050.0) np.float64(18040.0) 114983],[500 np.float64(18770.0) np.float64(18730.0) 6020374],[1000 np.float64(19280.0) np.float64(19170.0) 79541045]
11:29:12,[19346 np.float64(18290.0) np.float64(18270.0) 33467],[24000 np.float64(18050.0) np.float64(18040.0) 114983],[500 np.float64(18770.0) np.float64(18730.0) 6020374],[1000 np.float64(19280.0) np.float64(19170.0) 79541045]
11:29:13,[19346 np.float64(18290.0) np.float64(18270.0) 32756],[23718 np.float64(18050.0) np.float64(18040.0) 114983],[500 np.float64(18770.0) np.float64(18730.0) 6030593],[1000 np.float64(19280.0) np.float64(19170.0) 79541045]
11:29:14,[19346 np.float64(18290.0) np.float64(18270.0) 32756],[23718 np.float64(18050.0) np.float64(18040.0) 114983],[500 np.float64(18770.0) np.float64(18730.0) 6208593],[1000 np.float64(19280.0) np.float64(19170.0) 79541045]
11:29:15,[19346 np.float64(18290.0) np.float64(18270.0) 57756],[23718 np.float64(18050.0) np.float64(18040.0) 114983],[500 np.float64(18770.0) np.float64(18730.0) 6208593],[1000 np.float64(19280.0) np.float64(19170.0) 79541045]
11:29:16,[19346 np.float64(18290.0) np.float64(18270.0) 57656],[23718 np.float64(18050.0) np.float64(18040.0) 64983],[500 np.float64(18770.0) np.float64(18730.0) 6210630],[1000 np.float64(19280.0) np.float64(19170.0) 79541045]
11:29:17,[19346 np.float64(18290.0) np.float64(18270.0) 57656],[23718 np.float64(18050.0) np.float64(18040.0) 64983],[500 np.float64(18770.0) np.float64(18730.0) 6210630],[1000 np.float64(19280.0) np.float64(19170.0) 79541045]
11:29:18,[19346 np.float64(18290.0) np.float64(18270.0) 57656],[23718 np.float64(18050.0) np.float64(18040.0) 64983],[500 np.float64(18770.0) np.float64(18730.0) 6210630],[1000 np.float64(19280.0) np.float64(19170.0) 79541045]
11:29:19,[19346 np.float64(18290.0) np.float64(18270.0) 57656],[23718 np.float64(18050.0) np.float64(18040.0) 64983],[500 np.float64(18770.0) np.float64(18730.0) 6210630],[1000 np.float64(19280.0) np.float64(19170.0) 79539977]
11:29:20,[19346 np.float64(18290.0) np.float64(18270.0) 57656],[21057 np.float64(18050.0) np.float64(18040.0) 64983],[500 np.float64(18770.0) np.float64(18730.0) 6210630],[1000 np.float64(19280.0) np.float64(19170.0) 79539977]
11:29:21,[9346 np.float64(18290.0) np.float64(18270.0) 57656],[21057 np.float64(18050.0) np.float64(18040.0) 64383],[500 np.float64(18770.0) np.float64(18730.0) 6210630],[1000 np.float64(19280.0) np.float64(19170.0) 79539977]
11:29:22,[9346 np.float64(18290.0) np.float64(18270.0) 57656],[17657 np.float64(18050.0) np.float64(18040.0) 24988],[500 np.float64(18770.0) np.float64(18730.0) 6210630],[1000 np.float64(19280.0) np.float64(19170.0) 79539977]
11:29:23,[9346 np.float64(18290.0) np.float64(18270.0) 68012],[17657 np.float64(18050.0) np.float64(18040.0) 24988],[500 np.float64(18770.0) np.float64(18730.0) 6210630],[1000 np.float64(19280.0) np.float64(19170.0) 79539977]
11:29:24,[9346 np.float64(18290.0) np.float64(18270.0) 68012],[17657 np.float64(18050.0) np.float64(18040.0) 24988],[500 np.float64(18770.0) np.float64(18730.0) 6290630],[1000 np.float64(19280.0) np.float64(19170.0) 79547447]
11:29:25,[9346 np.float64(18290.0) np.float64(18270.0) 68012],[17657 np.float64(18050.0) np.float64(18040.0) 25818],[500 np.float64(18770.0) np.float64(18730.0) 6291530],[1000 np.float64(19280.0) np.float64(19170.0) 79547447]
11:29:26,[9346 np.float64(18290.0) np.float64(18270.0) 68012],[2657 np.float64(18060.0) np.float64(18040.0) 25818],[500 np.float64(18770.0) np.float64(18730.0) 6291530],[1000 np.float64(19280.0) np.float64(19170.0) 79547447]
11:29:27,[9346 np.float64(18290.0) np.float64(18270.0) 68012],[2657 np.float64(18060.0) np.float64(18040.0) 25818],[500 np.float64(18770.0) np.float64(18730.0) 5991530],[1000 np.float64(19280.0) np.float64(19170.0) 79547447]
11:29:28,[9346 np.float64(18290.0) np.float64(18270.0) 68012],[2657 np.float64(18060.0) np.float64(18040.0) 25818],[500 np.float64(18770.0) np.float64(18730.0) 5991530],[1000 np.float64(19280.0) np.float64(19170.0) 79547447]
11:29:29,[9346 np.float64(18290.0) np.float64(18270.0) 68012],[4654 np.float64(18060.0) np.float64(18040.0) 31873],[500 np.float64(18770.0) np.float64(18730.0) 5991530],[1000 np.float64(19280.0) np.float64(19170.0) 79547447]
11:29:30,[9346 np.float64(18290.0) np.float64(18280.0) 1729],[4654 np.float64(18060.0) np.float64(18050.0) 2000],[500 np.float64(18770.0) np.float64(18730.0) 6191530],[1000 np.float64(19280.0) np.float64(19170.0) 79547447]
11:29:31,[5346 np.float64(18290.0) np.float64(18280.0) 1729],[1997 np.float64(18060.0) np.float64(18050.0) 2000],[500 np.float64(18770.0) np.float64(18730.0) 6193129],[1000 np.float64(19280.0) np.float64(19170.0) 79547447]
11:29:32,[48613 np.float64(18270.0) np.float64(18260.0) 338799],[1997 np.float64(18060.0) np.float64(18010.0) 24971],[500 np.float64(18770.0) np.float64(18730.0) 6193129],[1000 np.float64(19280.0) np.float64(19170.0) 79547447]
11:29:33,[43146 np.float64(18270.0) np.float64(18260.0) 338799],[1997 np.float64(18060.0) np.float64(18010.0) 24971],[500 np.float64(18770.0) np.float64(18730.0) 6193129],[1000 np.float64(19280.0) np.float64(19170.0) 79547447]
11:29:34,[173146 np.float64(18270.0) np.float64(18260.0) 338799],[90000 np.float64(18060.0) np.float64(18010.0) 23971],[500 np.float64(18770.0) np.float64(18730.0) 6193129],[1000 np.float64(19280.0) np.float64(19170.0) 79547447]
11:29:35,[173146 np.float64(18270.0) np.float64(18260.0) 338799],[690505 np.float64(18000.0) np.float64(17990.0) 200],[500 np.float64(18770.0) np.float64(18730.0) 6193129],[1000 np.float64(19280.0) np.float64(19170.0) 79547447]
11:29:36,[173146 np.float64(18270.0) np.float64(18260.0) 318799],[685505 np.float64(18000.0) np.float64(17990.0) 200],[500 np.float64(18770.0) np.float64(18730.0) 6293129],[1000 np.float64(19280.0) np.float64(19170.0) 79547447]
11:29:37,[173146 np.float64(18270.0) np.float64(18260.0) 318799],[685505 np.float64(18000.0) np.float64(17990.0) 200],[500 np.float64(18770.0) np.float64(18730.0) 6293129],[1000 np.float64(19280.0) np.float64(19170.0) 79555846]
11:29:38,[173146 np.float64(18270.0) np.float64(18260.0) 318799],[69800 np.float64(17990.0) np.float64(17980.0) 26600],[500 np.float64(18770.0) np.float64(18730.0) 6293129],[1000 np.float64(19280.0) np.float64(19170.0) 79555846]
11:29:39,[173146 np.float64(18270.0) np.float64(18260.0) 318799],[69800 np.float64(17990.0) np.float64(17980.0) 26600],[500 np.float64(18770.0) np.float64(18730.0) 6293129],[1000 np.float64(19280.0) np.float64(19170.0) 79555846]
11:29:40,[173146 np.float64(18270.0) np.float64(18260.0) 318799],[69800 np.float64(17990.0) np.float64(17980.0) 25675],[500 np.float64(18770.0) np.float64(18730.0) 6293129],[1000 np.float64(19280.0) np.float64(19170.0) 79555846]
11:29:41,[173146 np.float64(18270.0) np.float64(18260.0) 318799],[69800 np.float64(17990.0) np.float64(17980.0) 25675],[500 np.float64(18770.0) np.float64(18730.0) 6293129],[1000 np.float64(19280.0) np.float64(19170.0) 79555846]
11:29:42,[171031 np.float64(18270.0) np.float64(18260.0) 318799],[69800 np.float64(17990.0) np.float64(17980.0) 25675],[500 np.float64(18770.0) np.float64(18730.0) 6295290],[1000 np.float64(19280.0) np.float64(19170.0) 79555846]
11:29:43,[171031 np.float64(18270.0) np.float64(18260.0) 318799],[59800 np.float64(17990.0) np.float64(17980.0) 25675],[500 np.float64(18770.0) np.float64(18730.0) 6295290],[1000 np.float64(19280.0) np.float64(19170.0) 79555846]
11:29:44,[171031 np.float64(18270.0) np.float64(18260.0) 318799],[59800 np.float64(17990.0) np.float64(17980.0) 25675],[500 np.float64(18770.0) np.float64(18730.0) 6295290],[1000 np.float64(19280.0) np.float64(19170.0) 79555846]
11:29:45,[171031 np.float64(18270.0) np.float64(18260.0) 318799],[50100 np.float64(17990.0) np.float64(17980.0) 30675],[500 np.float64(18770.0) np.float64(18730.0) 6295290],[1000 np.float64(19280.0) np.float64(19170.0) 79555846]
11:29:46,[171031 np.float64(18270.0) np.float64(18260.0) 228799],[31499 np.float64(17990.0) np.float64(17980.0) 30675],[500 np.float64(18770.0) np.float64(18730.0) 6295290],[1000 np.float64(19280.0) np.float64(19170.0) 79555846]
11:29:47,[171031 np.float64(18270.0) np.float64(18260.0) 228799],[31499 np.float64(17990.0) np.float64(17980.0) 20675],[500 np.float64(18770.0) np.float64(18730.0) 6295290],[1000 np.float64(19280.0) np.float64(19170.0) 79555846]
11:29:48,[171031 np.float64(18270.0) np.float64(18260.0) 228799],[61499 np.float64(17990.0) np.float64(17980.0) 20675],[500 np.float64(18770.0) np.float64(18730.0) 7296090],[1000 np.float64(19280.0) np.float64(19170.0) 79555846]
11:29:49,[171031 np.float64(18270.0) np.float64(18260.0) 228799],[61399 np.float64(17990.0) np.float64(17980.0) 20675],[500 np.float64(18770.0) np.float64(18730.0) 7295090],[1000 np.float64(19280.0) np.float64(19170.0) 79555846]
11:29:50,[171031 np.float64(18270.0) np.float64(18260.0) 228799],[56399 np.float64(17990.0) np.float64(17980.0) 20675],[500 np.float64(18770.0) np.float64(18730.0) 7295090],[1000 np.float64(19280.0) np.float64(19170.0) 79555846]
11:29:51,[171031 np.float64(18270.0) np.float64(18260.0) 128799],[56116 np.float64(17990.0) np.float64(17980.0) 20675],[500 np.float64(18770.0) np.float64(18730.0) 7330090],[1000 np.float64(19280.0) np.float64(19170.0) 79555846]
11:29:52,[171031 np.float64(18270.0) np.float64(18260.0) 128799],[51116 np.float64(17990.0) np.float64(17980.0) 20675],[500 np.float64(18770.0) np.float64(18730.0) 7330090],[1000 np.float64(19280.0) np.float64(19170.0) 79555846]
11:29:53,[170831 np.float64(18270.0) np.float64(18260.0) 128799],[51116 np.float64(17990.0) np.float64(17980.0) 20675],[500 np.float64(18770.0) np.float64(18730.0) 7331156],[1000 np.float64(19280.0) np.float64(19170.0) 79555846]
11:29:54,[170831 np.float64(18270.0) np.float64(18260.0) 128799],[46116 np.float64(17990.0) np.float64(17980.0) 20675],[500 np.float64(18770.0) np.float64(18730.0) 7332156],[1000 np.float64(19280.0) np.float64(19170.0) 79555846]
11:29:55,[170831 np.float64(18270.0) np.float64(18260.0) 128799],[45516 np.float64(17990.0) np.float64(17950.0) 122632],[500 np.float64(18770.0) np.float64(18730.0) 7332156],[1000 np.float64(19280.0) np.float64(19170.0) 79555846]
11:29:56,[170831 np.float64(18270.0) np.float64(18260.0) 128799],[45516 np.float64(17990.0) np.float64(17950.0) 122632],[500 np.float64(18770.0) np.float64(18730.0) 7333306],[1000 np.float64(19280.0) np.float64(19170.0) 79555846]
11:29:57,[170831 np.float64(18270.0) np.float64(18260.0) 128799],[45516 np.float64(17990.0) np.float64(17950.0) 122632],[500 np.float64(18770.0) np.float64(18730.0) 7343306],[1000 np.float64(19280.0) np.float64(19170.0) 79555846]
11:29:58,[170831 np.float64(18270.0) np.float64(18260.0) 128799],[27238 np.float64(17990.0) np.float64(17950.0) 122632],[500 np.float64(18770.0) np.float64(18730.0) 7343306],[1000 np.float64(19280.0) np.float64(19170.0) 79555846]
11:29:59,[170831 np.float64(18270.0) np.float64(18260.0) 138799],[27238 np.float64(17990.0) np.float64(17950.0) 121794],[500 np.float64(18770.0) np.float64(18730.0) 7343306],[1000 np.float64(19280.0) np.float64(19170.0) 79555846]
11:30:00,[170831 np.float64(18270.0) np.float64(18260.0) 138799],[27238 np.float64(17990.0) np.float64(17950.0) 121794],[500 np.float64(18770.0) np.float64(18730.0) 7343306],[1000 np.float64(19280.0) np.float64(19170.0) 79555846]
11:30:01,[170831 np.float64(18270.0) np.float64(18260.0) 148799],[27147 np.float64(17990.0) np.float64(17970.0) 5000],[500 np.float64(18770.0) np.float64(18730.0) 7353841],[1000 np.float64(19280.0) np.float64(19170.0) 79555846]
11:30:02,[170831 np.float64(18270.0) np.float64(18260.0) 148799],[27147 np.float64(17990.0) np.float64(17970.0) 5000],[500 np.float64(18770.0) np.float64(18730.0) 7363841],[1000 np.float64(19280.0) np.float64(19170.0) 79555846]
11:30:03,[170831 np.float64(18270.0) np.float64(18260.0) 148799],[27147 np.float64(17990.0) np.float64(17970.0) 5000],[500 np.float64(18770.0) np.float64(18730.0) 7363841],[1000 np.float64(19280.0) np.float64(19170.0) 79555846]
11:30:04,[170831 np.float64(18270.0) np.float64(18260.0) 148799],[27147 np.float64(17990.0) np.float64(17970.0) 5000],[500 np.float64(18770.0) np.float64(18730.0) 7363841],[1000 np.float64(19280.0) np.float64(19170.0) 79555846]
11:30:05,[170831 np.float64(18270.0) np.float64(18260.0) 148799],[27147 np.float64(17990.0) np.float64(17970.0) 5000],[500 np.float64(18770.0) np.float64(18730.0) 7893841],[1000 np.float64(19280.0) np.float64(19170.0) 79555846]
11:30:06,[172222 np.float64(18270.0) np.float64(18260.0) 147706],[26886 np.float64(17990.0) np.float64(17970.0) 55000],[500 np.float64(18770.0) np.float64(18730.0) 7893841],[1000 np.float64(19280.0) np.float64(19170.0) 79555846]
11:30:07,[173300 np.float64(18270.0) np.float64(18260.0) 147706],[25886 np.float64(17990.0) np.float64(17970.0) 65000],[500 np.float64(18770.0) np.float64(18730.0) 7893841],[1000 np.float64(19280.0) np.float64(19170.0) 79555846]
11:30:08,[173300 np.float64(18270.0) np.float64(18260.0) 147706],[325886 np.float64(17990.0) np.float64(17970.0) 65000],[500 np.float64(18770.0) np.float64(18730.0) 7893841],[1000 np.float64(19280.0) np.float64(19170.0) 79555846]
11:30:09,[173300 np.float64(18270.0) np.float64(18260.0) 147706],[325886 np.float64(17990.0) np.float64(17970.0) 65000],[500 np.float64(18770.0) np.float64(18730.0) 7893841],[1000 np.float64(19280.0) np.float64(19170.0) 79525846]
11:30:10,[173300 np.float64(18270.0) np.float64(18260.0) 147706],[325886 np.float64(17990.0) np.float64(17970.0) 64001],[500 np.float64(18770.0) np.float64(18730.0) 7893841],[1000 np.float64(19280.0) np.float64(19170.0) 79525846]
11:30:11,[173300 np.float64(18270.0) np.float64(18260.0) 147706],[325886 np.float64(17990.0) np.float64(17970.0) 64001],[500 np.float64(18770.0) np.float64(18730.0) 7893841],[1000 np.float64(19280.0) np.float64(19170.0) 79525846]
11:30:12,[173300 np.float64(18270.0) np.float64(18260.0) 147706],[324886 np.float64(17990.0) np.float64(17980.0) 200],[500 np.float64(18770.0) np.float64(18730.0) 7994841],[1000 np.float64(19280.0) np.float64(19170.0) 79525846]
11:30:13,[173300 np.float64(18270.0) np.float64(18260.0) 147706],[324886 np.float64(17990.0) np.float64(17980.0) 200],[500 np.float64(18770.0) np.float64(18730.0) 7994841],[1000 np.float64(19280.0) np.float64(19170.0) 79525846]
11:30:14,[173300 np.float64(18270.0) np.float64(18260.0) 147706],[324886 np.float64(17990.0) np.float64(17980.0) 10200],[500 np.float64(18770.0) np.float64(18730.0) 7994841],[1000 np.float64(19280.0) np.float64(19170.0) 79525846]
11:30:15,[173300 np.float64(18270.0) np.float64(18260.0) 147706],[324886 np.float64(17990.0) np.float64(17980.0) 10483],[500 np.float64(18770.0) np.float64(18730.0) 7994841],[1000 np.float64(19280.0) np.float64(19170.0) 79525846]
11:30:16,[173300 np.float64(18270.0) np.float64(18260.0) 147706],[323886 np.float64(17990.0) np.float64(17980.0) 10483],[500 np.float64(18770.0) np.float64(18730.0) 7992441],[1000 np.float64(19280.0) np.float64(19170.0) 79525846]
11:30:17,[173300 np.float64(18270.0) np.float64(18260.0) 147706],[323886 np.float64(17990.0) np.float64(17980.0) 10483],[500 np.float64(18770.0) np.float64(18730.0) 7992441],[1000 np.float64(19280.0) np.float64(19170.0) 79525846]
11:30:18,[173300 np.float64(18270.0) np.float64(18260.0) 147348],[356823 np.float64(17990.0) np.float64(17980.0) 10483],[500 np.float64(18770.0) np.float64(18730.0) 7992441],[1000 np.float64(19280.0) np.float64(19170.0) 79525846]
11:30:19,[173300 np.float64(18270.0) np.float64(18260.0) 147348],[282403 np.float64(17990.0) np.float64(17980.0) 10483],[500 np.float64(18770.0) np.float64(18730.0) 7992441],[1000 np.float64(19280.0) np.float64(19170.0) 79525846]
11:30:20,[173300 np.float64(18270.0) np.float64(18260.0) 146509],[282403 np.float64(17990.0) np.float64(17980.0) 10483],[500 np.float64(18770.0) np.float64(18730.0) 7992441],[1000 np.float64(19280.0) np.float64(19170.0) 79526107]
11:30:21,[173300 np.float64(18270.0) np.float64(18260.0) 146389],[84315 np.float64(17980.0) np.float64(17970.0) 64001],[500 np.float64(18770.0) np.float64(18730.0) 7992600],[1000 np.float64(19280.0) np.float64(19170.0) 79526107]
11:30:22,[173300 np.float64(18270.0) np.float64(18260.0) 146389],[84315 np.float64(17980.0) np.float64(17970.0) 64001],[500 np.float64(18770.0) np.float64(18730.0) 7994015],[1000 np.float64(19280.0) np.float64(19170.0) 79526107]
11:30:23,[172300 np.float64(18270.0) np.float64(18260.0) 146389],[84315 np.float64(17980.0) np.float64(17970.0) 64001],[500 np.float64(18770.0) np.float64(18730.0) 7984615],[1000 np.float64(19280.0) np.float64(19170.0) 79526107]
11:30:24,[172300 np.float64(18270.0) np.float64(18260.0) 146389],[282403 np.float64(17990.0) np.float64(17980.0) 15685],[500 np.float64(18770.0) np.float64(18730.0) 7984615],[1000 np.float64(19280.0) np.float64(19170.0) 79526107]
11:30:25,[172300 np.float64(18270.0) np.float64(18260.0) 146389],[282403 np.float64(17990.0) np.float64(17980.0) 20685],[500 np.float64(18770.0) np.float64(18730.0) 7984615],[1000 np.float64(19280.0) np.float64(19170.0) 79526107]
11:30:26,[172300 np.float64(18270.0) np.float64(18260.0) 146389],[282403 np.float64(17990.0) np.float64(17980.0) 20685],[500 np.float64(18770.0) np.float64(18730.0) 7984615],[1000 np.float64(19280.0) np.float64(19170.0) 79526107]
11:30:27,[172300 np.float64(18270.0) np.float64(18260.0) 146389],[282403 np.float64(17990.0) np.float64(17980.0) 20685],[500 np.float64(18770.0) np.float64(18730.0) 7939615],[1000 np.float64(19280.0) np.float64(19170.0) 79525407]
11:30:28,[172300 np.float64(18270.0) np.float64(18260.0) 146389],[282403 np.float64(17990.0) np.float64(17980.0) 20685],[500 np.float64(18770.0) np.float64(18730.0) 7939615],[1000 np.float64(19280.0) np.float64(19170.0) 79525407]
11:30:29,[172300 np.float64(18270.0) np.float64(18260.0) 146389],[282403 np.float64(17990.0) np.float64(17980.0) 20685],[500 np.float64(18770.0) np.float64(18730.0) 7939615],[1000 np.float64(19280.0) np.float64(19170.0) 79525407]
11:30:30,[172300 np.float64(18270.0) np.float64(18260.0) 146389],[282403 np.float64(17990.0) np.float64(17980.0) 50685],[500 np.float64(18770.0) np.float64(18730.0) 7939615],[1000 np.float64(19280.0) np.float64(19170.0) 79525407]
11:30:31,[172300 np.float64(18270.0) np.float64(18260.0) 145889],[282403 np.float64(17990.0) np.float64(17980.0) 50685],[500 np.float64(18770.0) np.float64(18730.0) 7939615],[1000 np.float64(19280.0) np.float64(19170.0) 79525407]
11:30:32,[172300 np.float64(18270.0) np.float64(18260.0) 145889],[282403 np.float64(17990.0) np.float64(17980.0) 50685],[500 np.float64(18770.0) np.float64(18730.0) 7939615],[1000 np.float64(19280.0) np.float64(19170.0) 79525407]
11:30:33,[172300 np.float64(18270.0) np.float64(18260.0) 145889],[282403 np.float64(17990.0) np.float64(17980.0) 50685],[500 np.float64(18770.0) np.float64(18730.0) 7939610],[1000 np.float64(19280.0) np.float64(19170.0) 79525407]
11:30:34,[172300 np.float64(18270.0) np.float64(18260.0) 145889],[272403 np.float64(17990.0) np.float64(17980.0) 50685],[500 np.float64(18770.0) np.float64(18730.0) 7939610],[1000 np.float64(19280.0) np.float64(19170.0) 79525407]
11:30:35,[172300 np.float64(18270.0) np.float64(18260.0) 157889],[272403 np.float64(17990.0) np.float64(17980.0) 50685],[500 np.float64(18770.0) np.float64(18730.0) 7939610],[1000 np.float64(19280.0) np.float64(19170.0) 79526407]
11:30:36,[172100 np.float64(18270.0) np.float64(18260.0) 157889],[262364 np.float64(17990.0) np.float64(17980.0) 50685],[500 np.float64(18770.0) np.float64(18730.0) 7940610],[1000 np.float64(19280.0) np.float64(19170.0) 79526407]
11:30:37,[172100 np.float64(18270.0) np.float64(18260.0) 157889],[257364 np.float64(17990.0) np.float64(17980.0) 50685],[500 np.float64(18770.0) np.float64(18730.0) 7943260],[1000 np.float64(19280.0) np.float64(19170.0) 79526407]
11:30:38,[172100 np.float64(18270.0) np.float64(18260.0) 157889],[251784 np.float64(17990.0) np.float64(17980.0) 45105],[500 np.float64(18770.0) np.float64(18730.0) 7943260],[1000 np.float64(19280.0) np.float64(19170.0) 79526407]
11:30:39,[172100 np.float64(18270.0) np.float64(18260.0) 157889],[251784 np.float64(17990.0) np.float64(17980.0) 45105],[500 np.float64(18770.0) np.float64(18730.0) 7969924],[1000 np.float64(19280.0) np.float64(19170.0) 79526407]
11:30:40,[172100 np.float64(18270.0) np.float64(18260.0) 157889],[251784 np.float64(17990.0) np.float64(17980.0) 45105],[500 np.float64(18770.0) np.float64(18730.0) 7969924],[1000 np.float64(19280.0) np.float64(19170.0) 79526407]
11:30:41,[172100 np.float64(18270.0) np.float64(18260.0) 157075],[251784 np.float64(17990.0) np.float64(17980.0) 45105],[500 np.float64(18770.0) np.float64(18730.0) 7969924],[1000 np.float64(19280.0) np.float64(19170.0) 79526407]
11:30:42,[172100 np.float64(18270.0) np.float64(18260.0) 157075],[251784 np.float64(17990.0) np.float64(17980.0) 45105],[500 np.float64(18770.0) np.float64(18730.0) 7999978],[1000 np.float64(19280.0) np.float64(19170.0) 79526407]
11:30:43,[172100 np.float64(18270.0) np.float64(18260.0) 157075],[251784 np.float64(17990.0) np.float64(17980.0) 5283],[500 np.float64(18770.0) np.float64(18730.0) 8158471],[1000 np.float64(19280.0) np.float64(19170.0) 79526407]
11:30:44,[172100 np.float64(18270.0) np.float64(18260.0) 157075],[251784 np.float64(17990.0) np.float64(17980.0) 5283],[500 np.float64(18770.0) np.float64(18730.0) 8158471],[1000 np.float64(19280.0) np.float64(19170.0) 79526407]
11:30:45,[172100 np.float64(18270.0) np.float64(18260.0) 157075],[246784 np.float64(17990.0) np.float64(17980.0) 5283],[500 np.float64(18770.0) np.float64(18730.0) 8158471],[1000 np.float64(19280.0) np.float64(19170.0) 79526407]
11:30:46,[172100 np.float64(18270.0) np.float64(18260.0) 49186],[211988 np.float64(17990.0) np.float64(17980.0) 5283],[500 np.float64(18770.0) np.float64(18730.0) 8158471],[1000 np.float64(19280.0) np.float64(19170.0) 79526477]
11:30:47,[172100 np.float64(18270.0) np.float64(18260.0) 49186],[211988 np.float64(17990.0) np.float64(17980.0) 5283],[500 np.float64(18770.0) np.float64(18730.0) 8158471],[1000 np.float64(19280.0) np.float64(19170.0) 79523932]
11:30:48,[172100 np.float64(18270.0) np.float64(18260.0) 49186],[211988 np.float64(17990.0) np.float64(17980.0) 9283],[500 np.float64(18770.0) np.float64(18730.0) 8258471],[1000 np.float64(19280.0) np.float64(19170.0) 79433932]
11:30:49,[172100 np.float64(18270.0) np.float64(18260.0) 48891],[211988 np.float64(17990.0) np.float64(17980.0) 14858],[500 np.float64(18770.0) np.float64(18730.0) 8258471],[1000 np.float64(19280.0) np.float64(19170.0) 79433932]
11:30:50,[172100 np.float64(18270.0) np.float64(18260.0) 27000],[211988 np.float64(17990.0) np.float64(17980.0) 13640],[500 np.float64(18770.0) np.float64(18730.0) 8533471],[1000 np.float64(19280.0) np.float64(19170.0) 79433932]
11:30:51,[172100 np.float64(18270.0) np.float64(18260.0) 27000],[211988 np.float64(17990.0) np.float64(17980.0) 13640],[500 np.float64(18770.0) np.float64(18730.0) 8587760],[1000 np.float64(19280.0) np.float64(19170.0) 79433932]
11:30:52,[172100 np.float64(18270.0) np.float64(18260.0) 27000],[211988 np.float64(17990.0) np.float64(17980.0) 13640],[500 np.float64(18770.0) np.float64(18730.0) 8056760],[1000 np.float64(19280.0) np.float64(19170.0) 79433932]
11:30:53,[172100 np.float64(18270.0) np.float64(18260.0) 27000],[211988 np.float64(17990.0) np.float64(17980.0) 13640],[500 np.float64(18770.0) np.float64(18730.0) 8456760],[1000 np.float64(19280.0) np.float64(19170.0) 79433932]
11:30:54,[172100 np.float64(18270.0) np.float64(18260.0) 27000],[211988 np.float64(17990.0) np.float64(17980.0) 19715],[500 np.float64(18770.0) np.float64(18730.0) 8456760],[1000 np.float64(19280.0) np.float64(19170.0) 79433932]
11:30:55,[172100 np.float64(18270.0) np.float64(18260.0) 27000],[211611 np.float64(17990.0) np.float64(17980.0) 19715],[500 np.float64(18770.0) np.float64(18730.0) 8457728],[1000 np.float64(19280.0) np.float64(19170.0) 79433932]
11:30:56,[172100 np.float64(18270.0) np.float64(18260.0) 42300],[211611 np.float64(17990.0) np.float64(17980.0) 19715],[500 np.float64(18770.0) np.float64(18730.0) 8557728],[1000 np.float64(19280.0) np.float64(19170.0) 79433932]
11:30:57,[176607 np.float64(18270.0) np.float64(18250.0) 675287],[211611 np.float64(17990.0) np.float64(17980.0) 19715],[500 np.float64(18770.0) np.float64(18730.0) 8557728],[1000 np.float64(19280.0) np.float64(19170.0) 79433932]
11:30:58,[176607 np.float64(18270.0) np.float64(18260.0) 1000],[212723 np.float64(17990.0) np.float64(17980.0) 25790],[500 np.float64(18770.0) np.float64(18730.0) 8557728],[1000 np.float64(19280.0) np.float64(19170.0) 79433932]
11:30:59,[49803 np.float64(18250.0) np.float64(18240.0) 6034],[212723 np.float64(17990.0) np.float64(17980.0) 25790],[500 np.float64(18770.0) np.float64(18730.0) 8560394],[1000 np.float64(19280.0) np.float64(19170.0) 79433932]
11:31:00,[50803 np.float64(18250.0) np.float64(18240.0) 6034],[212723 np.float64(17990.0) np.float64(17980.0) 25790],[500 np.float64(18770.0) np.float64(18730.0) 8560394],[1000 np.float64(19280.0) np.float64(19170.0) 79433932]
11:31:01,[50803 np.float64(18250.0) np.float64(18240.0) 6034],[212723 np.float64(17990.0) np.float64(17980.0) 31790],[500 np.float64(18770.0) np.float64(18730.0) 8560394],[1000 np.float64(19280.0) np.float64(19170.0) 79433932]
